Qual órgão controla os tributos e a aduana no Brasil?	A <b>Receita Federal do Brasil</b>, que concentra o controle <b>fiscal</b> (arrecadação) e o controle <b>aduaneiro</b> (proteção da economia).	ComercioExterior::UnidadeI
Que caráter têm os tributos do comércio exterior?	Caráter <b>extrafiscal</b> (econômico/regulatório), e não arrecadatório: servem para proteger a economia nacional, não para gerar receita.	ComercioExterior::UnidadeI
Qual a <b>hierarquia das normas</b> tributárias?	<b>Constituição Federal &gt; Leis Complementares</b> (entre elas o CTN) <b>&gt; Leis Ordinárias &gt; Decretos</b> e atos administrativos.	ComercioExterior::UnidadeI
O que é <b>tributo</b> (CTN, art. 3º)?	Toda <b>prestação pecuniária compulsória</b>, instituída em lei, <b>que não constitui sanção de ato ilícito</b> e é cobrada por atividade administrativa vinculada.	ComercioExterior::UnidadeI
Quais as <b>espécies de tributo</b> segundo o CTN (art. 5º)?	<b>Impostos, taxas e contribuições de melhoria.</b>	ComercioExterior::UnidadeI
Quais as <b>finalidades</b> do tributo?	<b>Fiscal</b> (arrecadar), <b>extrafiscal</b> (intervir na economia) e <b>parafiscal</b> (beneficiar entidade que não é nível de governo, ex.: OAB, CFM).	ComercioExterior::UnidadeI
O que diz o <b>princípio da legalidade</b> tributária e qual sua exceção?	Só se exige tributo estabelecido por lei. <b>Exceção</b>: o Poder Executivo pode <b>alterar as alíquotas</b> de <b>II, IE, IPI e IOF</b> (impostos extrafiscais).	ComercioExterior::UnidadeI
O que é o <b>princípio da anterioridade</b> (e a nonagesimal)?	A lei não pode cobrar tributo <b>no mesmo exercício</b> em que foi publicada (anterioridade). A <b>nonagesimal</b> exige ainda <b>90 dias</b> entre a publicação e a cobrança.	ComercioExterior::UnidadeI
Defina <b>sujeito ativo</b>, <b>sujeito passivo</b>, <b>fato gerador</b> e <b>base de cálculo</b>.	<b>Sujeito ativo</b> = credor (a Fazenda). <b>Sujeito passivo</b> = devedor (ex.: importador). <b>Fato gerador</b> = situação prevista em lei que gera o tributo. <b>Base de cálculo</b> = valor sobre o qual incide a alíquota.	ComercioExterior::UnidadeI
O que são <b>zona primária</b> e <b>zona secundária</b> do território aduaneiro?	<b>Zona primária</b>: portos, aeroportos e pontos de fronteira alfandegados (contato com o exterior). <b>Zona secundária</b>: todo o restante do território aduaneiro.	ComercioExterior::UnidadeI
O que é a <b>valoração aduaneira</b> e qual acordo a rege?	É o procedimento que apura o <b>valor aduaneiro</b> (base de cálculo do II). É regida pelo <b>AVA-GATT</b> (Acordo de Valoração Aduaneira, artigo VII do GATT, da Rodada Uruguai/OMC).	ComercioExterior::UnidadeI
Qual o método prioritário de valoração aduaneira?	O <b>valor de transação</b> (o que foi efetivamente pago pela mercadoria). É a 'viga mestra' do acordo, baseado na boa-fé.	ComercioExterior::UnidadeI
Quais são os <b>6 métodos de valoração aduaneira</b> (na ordem)?	1) Valor de <b>transação</b>; 2) mercadoria <b>idêntica</b>; 3) mercadoria <b>similar</b>; 4) <b>valor deduzido</b> (preço de revenda); 5) <b>valor computado</b> (custo de produção); 6) <b>critérios razoáveis</b>.	ComercioExterior::UnidadeI
Qual o <b>fato gerador</b> e a <b>base de cálculo</b> do Imposto de Importação (II)?	Fato gerador: a <b>entrada</b> de mercadoria estrangeira no território aduaneiro. Base de cálculo: o <b>valor aduaneiro</b>. Alíquota: a <b>TEC</b> (Tarifa Externa Comum).	ComercioExterior::UnidadeI
Qual o fato gerador do <b>Imposto de Exportação (IE)</b>?	A <b>saída</b> de mercadoria nacional (ou nacionalizada) do território aduaneiro. É um imposto extrafiscal, pouco utilizado.	ComercioExterior::UnidadeI
Que outros tributos incidem na importação além do II?	<b>IPI</b> vinculado, <b>ICMS</b> (estadual), <b>AFRMM</b> (Adicional ao Frete para Renovação da Marinha Mercante) e <b>PIS/Cofins-Importação</b>.	ComercioExterior::UnidadeI
O que é o <b>dumping</b> e o <b>direito antidumping</b>?	<b>Dumping</b>: exportar a um preço <b>inferior ao valor normal</b> (o praticado no mercado interno do exportador). O <b>direito antidumping</b> é a cobrança que neutraliza esse dano.	ComercioExterior::UnidadeI
O que é o <b>direito compensatório</b>?	Direito cobrado para <b>contrabalançar subsídios</b> concedidos à mercadoria importada. Vigora enquanto durar o subsídio (em regra, no máximo 5 anos).	ComercioExterior::UnidadeI
O que são as <b>medidas de salvaguarda</b>?	A <b>elevação do Imposto de Importação</b> quando o aumento das importações de um produto causa ou ameaça <b>prejuízo grave</b> à indústria doméstica. Prazo máximo de 4 anos (até 10 em casos especiais).	ComercioExterior::UnidadeI
Quem fixa e quem cobra as medidas de defesa comercial?	A <b>Camex</b> (Câmara de Comércio Exterior) <b>fixa</b> antidumping, compensatório e salvaguardas; a <b>Receita Federal</b> os <b>cobra</b>.	ComercioExterior::UnidadeI
O que caracteriza os <b>regimes aduaneiros especiais</b>?	Permitem a <b>suspensão ou isenção</b> de tributos por <b>prazo e finalidade determinados</b>. Sua concessão é, em regra, <b>discricionária</b> (prerrogativa da autoridade).	ComercioExterior::UnidadeII
O que é o regime de <b>trânsito aduaneiro</b>?	O <b>transporte de mercadoria sob controle aduaneiro</b>, de um ponto a outro do território, com <b>suspensão</b> dos tributos.	ComercioExterior::UnidadeII
O que é a <b>admissão temporária</b>?	Regime que permite a <b>entrada de bens</b> que permanecerão no país por <b>prazo e finalidade certos</b> (ex.: feiras, equipamentos), com <b>suspensão</b> dos tributos; depois retornam ao exterior.	ComercioExterior::UnidadeII
O que é o <b>drawback</b>?	Um <b>incentivo à exportação</b> que <b>desonera os tributos</b> (II, IPI, ICMS, AFRMM, PIS/Cofins) dos <b>insumos importados</b> usados na industrialização de produtos a serem <b>exportados</b>.	ComercioExterior::UnidadeII
Quais as <b>três modalidades de drawback</b>?	<b>Suspensão</b> (suspende os tributos na importação do insumo), <b>Isenção</b> (isenta a importação de reposição) e <b>Restituição</b> (devolve os tributos já pagos).	ComercioExterior::UnidadeII
O que é o <b>entreposto aduaneiro</b>?	Regime que permite a <b>armazenagem</b> de mercadoria, na importação ou exportação, com <b>suspensão</b> dos tributos.	ComercioExterior::UnidadeII
O que é a <b>Zona Franca de Manaus (ZFM)</b>?	Uma <b>área de livre comércio com incentivos fiscais</b>, criada em <b>1967</b> para desenvolver a Amazônia. Há isenção de <b>II e IPI</b> na entrada; os benefícios foram prorrogados até <b>2073</b>.	ComercioExterior::UnidadeII
O que são <b>ALC</b> e <b>ZPE</b>?	<b>ALC</b> (Área de Livre Comércio): áreas com incentivos, em geral na Amazônia. <b>ZPE</b> (Zona de Processamento de Exportação): área voltada à produção <b>destinada à exportação</b>.	ComercioExterior::UnidadeII
Quem regula e fiscaliza o <b>mercado de câmbio</b> no Brasil?	O <b>Banco Central do Brasil (Bacen)</b>, que usa o sistema <b>Sisbacen</b> para registrar as operações.	ComercioExterior::UnidadeII
O que é o <b>balanço de pagamentos</b>?	O <b>registro contábil de todas as transações</b> econômicas do país com o exterior (comércio, serviços, capitais).	ComercioExterior::UnidadeII
Quais são os principais <b>regimes cambiais</b>?	<b>Flutuante</b> (limpo / <i>free floating</i>, sem intervenção direta; ou sujo / <i>dirty floating</i>, com intervenção), <b>fixo</b> (governo define a taxa) e de <b>bandas cambiais</b> (híbrido, com piso e teto).	ComercioExterior::UnidadeII
Diferença entre <b>flutuação limpa</b> e <b>flutuação suja</b>.	<b>Limpa</b> (free floating): o Banco Central <b>não intervém</b> diretamente. <b>Suja</b> (dirty floating): o governo <b>intervém</b> comprando/vendendo divisas para influenciar a taxa.	ComercioExterior::UnidadeII
Diferença entre <b>taxa de câmbio nominal</b> e <b>real</b>.	A <b>nominal</b> é o preço bruto de uma moeda em relação a outra. A <b>real</b> ajusta esse valor pela <b>diferença de inflação</b> entre os países (reflete o poder de compra).	ComercioExterior::UnidadeII
O que é a <b>taxa Ptax</b>?	A <b>média ponderada</b> das cotações do dólar apurada pelo <b>Banco Central</b> ao longo do dia; serve de referência para as operações no mercado brasileiro.	ComercioExterior::UnidadeII
